text,language,category,severity
Contaminated water se epidemic spread ho gaya hai immediate safe tanker supply bhejo hamare area mein.,hinglish,water_supply,critical
सड़क की सतह पर हल्की दरारें दिखाई दे रही हैं रिहायशी इलाके में।,hi,road_damage,low
Mud and rocks are blocking part of the road near the market.,en,landslide,medium
जलभराव की वजह से पैदल चलने में दिक्कत हो रही है अस्पताल के पास।,hi,waterlogging,medium
The road needs minor repair near the hospital.,en,road_damage,low
Residents urgently need drinking water near the railway station.,en,water_supply,high
सड़क पूरी तरह धंसने से लोगों की जान को भारी खतरा है मुख्य सड़क पर।,hi,road_damage,critical
सड़क पर काफी पानी भर गया है बस स्टैंड के पास।,hi,waterlogging,medium
"Please help, Severe flooding has affected the entire locality at the village entrance.",en,flood,high
"कृपया मदद करें, कचरे के विशाल ढेर में जहरीला धुआं और आग लग गई है रिहायशी इलाके में।",hi,garbage,critical
कुछ सूखा कचरा पड़ा हुआ है स्कूल के पास।,hi,garbage,low
"Please action lo, Building se concrete ke chunks neeche gir rahe hain main road par.",hinglish,building_damage,high
जरूरी शिकायत: भारी जलभराव के कारण पूरा मुख्य मार्ग बंद हो चुका है अस्पताल के पास।,hi,waterlogging,high
There is a large amount of waste near the bus stand.,en,garbage,medium
"Kindly check, Huge landslide ne puri road ko completely block kar diya hai residential area mein.",hinglish,landslide,high
Major civic problem ki wajah se daily functioning paralyze ho gayi hai community center ke paas.,hinglish,other,high
"सड़क पर भारी चट्टानें और मलबा जमा है, यात्रा खतरनाक सामुदायिक केंद्र के पास।",hi,landslide,high
The bridge needs inspection at the village entrance.,en,bridge_damage,low
"দয়া করে বিষয়টি দেখুন, ক্ষতিগ্রস্ত রাস্তায় যেকোনো সময় বড় বিপদ ঘটতে পারে হাসপাতালের কাছে।",bn,road_damage,high
सड़क पर आवारा पशुओं के आतंक से लोग सुरक्षित नहीं हैं स्कूल के पास।,hi,other,high
এই সমস্যার কারণে জনজীবন অচল হয়ে পড়েছে গ্রামের প্রবেশপথে।,bn,other,high
সামান্য আবর্জনা পরিষ্কার করা দরকার বাজারের কাছে।,bn,garbage,low
Building me severe fire rapidly spread ho rahi hai residential area mein.,hinglish,fire,high
Floodwater has entered several houses near the market.,en,waterlogging,critical
गंभीर सार्वजनिक संकट से लोगों की सुरक्षा को सीधा खतरा है अस्पताल के पास।,hi,other,critical
The street is partially waterlogged near the school.,en,waterlogging,medium
Road side thoda sa garbage pada hai residential area mein.,hinglish,garbage,low
জরুরি অভিযোগ: রাস্তা মারাত্মক ক্ষতিগ্রস্ত হয়েছে এবং ভয়াবহ যানজট সৃষ্টি হচ্ছে হাসপাতালের কাছে।,bn,road_damage,high
"Toxic sewage flooding houses, immediate health disaster situation bus stand ke paas.",hinglish,drainage,critical
Drain ka paani thoda slow nikal raha hai community center ke paas.,hinglish,drainage,low
সেতুটিতে ছোট মেরামতের প্রয়োজন গ্রামের প্রবেশপথে।,bn,bridge_damage,low
রাস্তায় বেশ জল জমে গেছে বাজারের কাছে।,bn,waterlogging,medium
कचरे के विशाल ढेर में जहरीला धुआं और आग लग गई है रेलवे स्टेशन के पास।,hi,garbage,critical
"Kindly check, Building me severe fire rapidly spread ho rahi hai residential area mein.",hinglish,fire,high
Thoda sa road damage hai hamare area mein.,hinglish,road_damage,low
A huge pile of garbage is blocking the road in the residential area.,en,garbage,high
There is a small fire at the village entrance.,en,fire,low
বন্যার জল রাস্তায় উপচে পড়ছে হাসপাতালের কাছে।,bn,flood,medium
पुल का बड़ा हिस्सा ढह गया है और कई लोग संकट में हैं स्कूल के पास।,hi,bridge_damage,critical
पुल के किनारे थोड़ी मरम्मत की जरूरत है अस्पताल के पास।,hi,bridge_damage,low
सड़क के बड़े गड्ढे के कारण गंभीर दुर्घटना हो गई है बस स्टैंड के पास।,hi,road_damage,critical
A few waste items are lying on the roadside in the residential area.,en,garbage,low
सड़क पर काफी पानी भर गया है हमारे इलाके में।,hi,waterlogging,medium
"Please help, Extreme emergency disaster situation hai immediate government help chahiye community center ke paas.",hinglish,other,critical
जल निकासी में थोड़ी रुकावट है हमारे इलाके में।,hi,drainage,low
Drain overflow kar raha hai aur badboo aa rahi hai main road par.,hinglish,drainage,medium
The fire is threatening nearby buildings near the school.,en,fire,high
ভয়াবহ জননিরাপত্তাজনিত ঝুঁকি দেখা দিয়েছে স্কুলের কাছে।,bn,other,critical
There is some litter in our locality.,en,garbage,low
"Please action lo, Road severely damaged ho chuki hai aur vehicles phas rahe hain market ke paas.",hinglish,road_damage,high
बाढ़ का थोड़ा सा पानी सड़क किनारे दिखाई दे रहा है बाजार के पास।,hi,flood,low
"पीने के पानी में सीवेज का जहरीला पानी मिल गया है, लोग गंभीर बीमार पड़ रहे हैं बस स्टैंड के पास।",hi,water_supply,critical
नाली आंशिक रूप से बंद हो गई है रेलवे स्टेशन के पास।,hi,drainage,medium
"Please action lo, Major civic problem ki wajah se daily functioning paralyze ho gayi hai hospital ke paas.",hinglish,other,high
"Please help, Bridge pillar weaken ho gaya hai kisi bhi time fall ho sakta hai school ke paas.",hinglish,bridge_damage,high
জরুরি অভিযোগ: কোমর সমান জল জমে রাস্তা সম্পূর্ণ অচল হয়ে গেছে প্রধান রাস্তায়।,bn,waterlogging,high
The drainage failure has created a major health emergency near the market.,en,drainage,critical
"तुरंत कार्रवाई करें, हल्का भूस्खलन हुआ है पर आवाजाही जारी है रिहायशी इलाके में।",hi,landslide,low
Road par bahut deep aur dangerous potholes hain jisse traffic jam lag raha hai residential area mein.,hinglish,road_damage,high
এখানে আগুন লেগেছে এবং চারদিকে ছড়াচ্ছে বাজারের কাছে।,bn,fire,medium
The fire is spreading near the roadside on the main road.,en,fire,medium
"দয়া করে সাহায্য করুন, আবর্জনার স্তূপ জমে গেছে প্রধান রাস্তায়।",bn,garbage,medium
ছোটখাটো ভূমিধস হয়েছে তবে রাস্তা সচল আছে প্রধান রাস্তায়।,bn,landslide,low
कचरे के बड़े ढेर से नाली पूरी तरह जाम हो गई है अस्पताल के पास।,hi,garbage,high
এলাকায় বন্যার জল ঢুকতে শুরু করেছে গ্রামের প্রবেশপথে।,bn,flood,medium
Multiple deep potholes are making the road dangerous near the market.,en,road_damage,high
There is a small landslide near the road near the bus stand.,en,landslide,low
"कृपया मदद करें, सड़क पर थोड़ा पानी जमा हुआ है रेलवे स्टेशन के पास।",hi,waterlogging,low
सड़क के बड़े गड्ढे के कारण गंभीर दुर्घटना हो गई है गांव के प्रवेश द्वार पर।,hi,road_damage,critical
Floodwater is spreading through the area near the school.,en,flood,medium
A few waste items are lying on the roadside on the main road.,en,garbage,low
सड़क पर गहरा पानी भर गया है और गाड़ियाँ बंद पड़ रही हैं अस्पताल के पास।,hi,waterlogging,high
खुले नाले और मैनहोल से किसी की जान जा सकती है तुरंत ढक्कन लगाएं रिहायशी इलाके में।,hi,drainage,critical
Bridge pillar weaken ho gaya hai kisi bhi time fall ho sakta hai hospital ke paas.,hinglish,bridge_damage,high
Severe flooding has affected the entire locality in our locality.,en,flood,high
Dry bushes me fire ignite ho chuki hai bus stand ke paas.,hinglish,fire,medium
भीषण आग में कई घर जल रहे हैं और कई लोग जलने के खतरे में हैं स्कूल के पास।,hi,fire,critical
A major fire is threatening people's lives near the market.,en,fire,critical
"Please take action, Some soil has fallen onto the roadside near the school.",en,landslide,low
Locality me flood water fail raha hai main road par.,hinglish,flood,medium
Please inspect the public area near the hospital.,en,other,low
"कृपया मदद करें, गहरे गड्ढों के कारण सड़क पर भारी जाम लग रहा है अस्पताल के पास।",hi,road_damage,high
"Kindly check, Rocks aur debris sadak par aage aa gaye hain hospital ke paas.",hinglish,landslide,medium
इलाके में नागरिक व्यवस्था प्रभावित है अस्पताल के पास।,hi,other,medium
सड़क पर आवारा पशुओं के आतंक से लोग सुरक्षित नहीं हैं स्कूल के पास।,hi,other,high
The drainage system is completely blocked in our locality.,en,drainage,high
इमारत की दीवार में बड़ी दरार पड़ गई है सामुदायिक केंद्र के पास।,hi,building_damage,medium
भीषण आग में कई घर जल रहे हैं और कई लोग जलने के खतरे में हैं अस्पताल के पास।,hi,fire,critical
The street is partially waterlogged near the railway station.,en,waterlogging,medium
জরুরি অভিযোগ: বিপজ্জনক ভবন থেকে চাঙড় খসে পড়ছে হাসপাতালের কাছে।,bn,building_damage,high
এলাকাটি প্লাবিত হওয়ার আশঙ্কা তৈরি হয়েছে বাজারের কাছে।,bn,flood,medium
ভূমিধসের কারণে রাস্তার একপাশ আটকে গেছে আমাদের এলাকায়।,bn,landslide,medium
Part of the bridge is damaged in the residential area.,en,bridge_damage,medium
A massive landslide has completely blocked the road near the market.,en,landslide,critical
There is a minor water supply issue near the bus stand.,en,water_supply,low
রাস্তার বেহাল দশা দ্রুত মেরামত দরকার বাজারের কাছে।,bn,road_damage,medium
গুরুতর বন্যায় পুরো এলাকা তলিয়ে গেছে স্কুলের কাছে।,bn,flood,high
ভয়াবহ জননিরাপত্তাজনিত ঝুঁকি দেখা দিয়েছে বাসস্ট্যান্ডের কাছে।,bn,other,critical
Bridge ka ek hissa damage ho chuka hai school ke paas.,hinglish,bridge_damage,medium
এলাকাটি একবার পরিদর্শন করার অনুরোধ রইল গ্রামের প্রবেশপথে।,bn,other,low
Road par kafi garbage faila hua hai aur bad smell aa rahi hai community center ke paas.,hinglish,garbage,medium
नदी या नाले का जलस्तर थोड़ा बढ़ रहा है बस स्टैंड के पास।,hi,flood,low
Bridge ko minor maintenance required hai bus stand ke paas.,hinglish,bridge_damage,low
"कृपया ध्यान दें, पानी की मुख्य पाइपलाइन फट गई है और पूरा इलाका प्यासा है रिहायशी इलाके में।",hi,water_supply,high
এখানে সামান্য কিছু নোংরা জমেছে আমাদের এলাকায়।,bn,garbage,low
Vehicles are having difficulty crossing the damaged bridge in our locality.,en,bridge_damage,high
ড্রেন উপচে বিষাক্ত কালো জল রাস্তায় ভাসছে আবাসিক এলাকায়।,bn,drainage,high
Civic issue ki wajah se locality inconvenience face kar rahi hai market ke paas.,hinglish,other,medium
এলাকাটি প্লাবিত হওয়ার আশঙ্কা তৈরি হয়েছে আমাদের এলাকায়।,bn,flood,medium
"तुरंत कार्रवाई करें, पुल का एक हिस्सा क्षतिग्रस्त नजर आ रहा है स्कूल के पास।",hi,bridge_damage,medium
The water supply has been interrupted near the community center.,en,water_supply,medium
"पुल का पिलर कमजोर हो गया है, कभी भी गिर सकता है हमारे इलाके में।",hi,bridge_damage,high
Kachre ke chote pile me minor aag lagi hai residential area mein.,hinglish,fire,low
जल निकासी में थोड़ी रुकावट है हमारे इलाके में।,hi,drainage,low
कचरे के विशाल ढेर में जहरीला धुआं और आग लग गई है गांव के प्रवेश द्वार पर।,hi,garbage,critical
A large section of the building has been damaged near the hospital.,en,building_damage,high
"Toxic sewage flooding houses, immediate health disaster situation main road par.",hinglish,drainage,critical
ভবনটির কাঠামো মারাত্মক হেলে পড়েছে বাসস্ট্যান্ডের কাছে।,bn,building_damage,high
सड़क किनारे थोड़ा सा कचरा पड़ा हुआ है सामुदायिक केंद्र के पास।,hi,garbage,low
जलभराव की वजह से पैदल चलने में दिक्कत हो रही है अस्पताल के पास।,hi,waterlogging,medium
সেতুতে সামান্য ফাটল দেখা গেছে গ্রামের প্রবেশপথে।,bn,bridge_damage,low
Nali me thodi safai ki zaroorat hai hamare area mein.,hinglish,drainage,low
Building me severe fire rapidly spread ho rahi hai residential area mein.,hinglish,fire,high
আবর্জনার স্তূপ নর্দমা বন্ধ করে গুরুতর সমস্যা সৃষ্টি করেছে প্রধান রাস্তায়।,bn,garbage,high
सुबह से पानी की सप्लाई पूरी तरह बंद है मुख्य सड़क पर।,hi,water_supply,medium
Huge landslide ne puri road ko completely block kar diya hai railway station ke paas.,hinglish,landslide,high
Public area ka routine inspection hona chahiye railway station ke paas.,hinglish,other,low
Bridge ki safety railing toot gayi hai bus stand ke paas.,hinglish,bridge_damage,medium
A landslide has covered part of the road in the residential area.,en,landslide,medium
"तुरंत कार्रवाई करें, सड़क किनारे थोड़ा धुआं उठता दिख रहा है गांव के प्रवेश द्वार पर।",hi,fire,low
গত চারদিন ধরে পানীয় জলের সরবরাহ সম্পূর্ণ বন্ধ গ্রামের প্রবেশপথে।,bn,water_supply,high
"Urgent hai, Water pressure kafi low aa raha hai hamare area mein.",hinglish,water_supply,low
The flood is threatening lives near the hospital.,en,flood,critical
नाली बंद होने से भारी जलजमाव और संक्रमण का खतरा है बस स्टैंड के पास।,hi,drainage,high
जरूरी शिकायत: सड़क धंस गई है और आवाजाही पूरी तरह खतरनाक हो चुकी है बाजार के पास।,hi,road_damage,critical
জরুরি অভিযোগ: বিষাক্ত জল সরবরাহের ফলে বহু মানুষ হাসপাতালে ভর্তি বাসস্ট্যান্ডের কাছে।,bn,water_supply,critical
Kuch waste pada hai jise clean karna chahiye bus stand ke paas.,hinglish,garbage,low
The entire street is heavily waterlogged near the railway station.,en,waterlogging,high
गहरे पानी में दोपहिया और पैदल यात्री गिर रहे हैं सामुदायिक केंद्र के पास।,hi,waterlogging,high
রাস্তার পাশে সামান্য জল ঢুকছে হাসপাতালের কাছে।,bn,flood,low
Mud and rocks are blocking part of the road at the village entrance.,en,landslide,medium
বিল্ডিংয়ের দেওয়ালে ছোট ফাটল দেখা দিয়েছে গ্রামের প্রবেশপথে।,bn,building_damage,low
Residents urgently need drinking water near the hospital.,en,water_supply,high
Heavy debris is covering the road near the bus stand.,en,landslide,high
There is a minor drainage problem near the market.,en,drainage,low
There is a minor drainage problem in the residential area.,en,drainage,low
Rotten waste se hazardous chemical smell aa rahi hai aur log behosh ho rahe hain bus stand ke paas.,hinglish,garbage,critical
"Aag me log building ke andar trapped hain, fire brigade bhejo jaan ka khatra hai school ke paas.",hinglish,fire,critical
Heavy damage ki wajah se road pe roz accidents ka risk hai hamare area mein.,hinglish,road_damage,high
"जर्जर इमारत से प्लास्टर और ईंटें नीचे गिर रही हैं, बहुत खतरनाक गांव के प्रवेश द्वार पर।",hi,building_damage,high
Sadakon par flood ka paani chad gaya hai hamare area mein.,hinglish,flood,medium
Some soil has fallen onto the roadside on the main road.,en,landslide,low
सड़क काफी खराब हो गई है हमारे इलाके में।,hi,road_damage,medium
गहरे पानी में दोपहिया और पैदल यात्री गिर रहे हैं रेलवे स्टेशन के पास।,hi,waterlogging,high
ড্রেনেজ ব্যবস্থা সম্পূর্ণরূপে ভেঙে পড়েছে বাসস্ট্যান্ডের কাছে।,bn,drainage,high
There has been no water supply since morning near the community center.,en,water_supply,medium
মানুষ বন্যার কারণে গৃহহীন হয়ে পড়েছে স্কুলের কাছে।,bn,flood,high
सड़क पर गड्ढा है बाजार के पास।,hi,road_damage,medium
The drain is partially blocked near the bus stand.,en,drainage,medium
जरूरी शिकायत: पानी का दबाव थोड़ा कम आ रहा है रिहायशी इलाके में।,hi,water_supply,low
The entire locality has no safe drinking water near the school.,en,water_supply,critical
জল জমে থাকায় চলাচলে অসুবিধা হচ্ছে রেলস্টেশনের কাছে।,bn,waterlogging,medium
The damaged building is dangerous for people nearby on the main road.,en,building_damage,high
"পুরো ভবন সম্পূর্ণ ধসে পড়েছে, জরুরি উদ্ধার কাজ শুরু করুন প্রধান রাস্তায়।",bn,building_damage,critical
গত চারদিন ধরে পানীয় জলের সরবরাহ সম্পূর্ণ বন্ধ কমিউনিটি সেন্টারের কাছে।,bn,water_supply,high
"कृपया मदद करें, सड़क किनारे थोड़ा धुआं उठता दिख रहा है रेलवे स्टेशन के पास।",hi,fire,low
"Gharon ke andar chest-deep paani ghus gaya hai, drowning ka danger hai gaon ke entrance par.",hinglish,waterlogging,critical
सड़क पर आवारा मवेशी और गायें बैठी हैं जिससे जाम लग रहा है बस स्टैंड के पास।,hi,other,high
নর্দমা আংশিক বন্ধ হয়ে জল আটকে আছে কমিউনিটি সেন্টারের কাছে।,bn,drainage,medium
The fire is threatening nearby buildings near the market.,en,fire,high
River ka water level thoda badh raha hai railway station ke paas.,hinglish,flood,low
Minor drainage issue hai bus stand ke paas.,hinglish,drainage,low
রাস্তার পাশে অল্প কিছু আবর্জনা পড়ে আছে রেলস্টেশনের কাছে।,bn,garbage,low
সেতুটিতে ছোট মেরামতের প্রয়োজন হাসপাতালের কাছে।,bn,bridge_damage,low
জরুরি অভিযোগ: আবর্জনার পচা গন্ধে আবাসিক এলাকা বসবাসের অযোগ্য হয়ে পড়েছে হাসপাতালের কাছে।,bn,garbage,high
"कृपया ध्यान दें, भवन की संरचना कमजोर और असुरक्षित दिख रही है बाजार के पास।",hi,building_damage,medium
The bridge is severely damaged and unsafe in the residential area.,en,bridge_damage,high
बाढ़ का पानी मुख्य रास्तों पर आ गया है अस्पताल के पास।,hi,flood,medium
সেতুতে সামান্য ফাটল দেখা গেছে আমাদের এলাকায়।,bn,bridge_damage,low
নর্দমার নোংরা জল রাস্তায় উপচে পড়ছে বাজারের কাছে।,bn,drainage,medium
"Landslide ne houses wipe out kar diye hain, critical life threat bus stand ke paas.",hinglish,landslide,critical
"कृपया ध्यान दें, बाढ़ का थोड़ा सा पानी सड़क किनारे दिखाई दे रहा है स्कूल के पास।",hi,flood,low
Smoke is coming from a building near the community center.,en,fire,low
इमारत का एक हिस्सा जर्जर होकर गिर रहा है बस स्टैंड के पास।,hi,building_damage,medium
"দয়া করে সাহায্য করুন, গুরুতর নাগরিক সমস্যায় সমগ্র এলাকা ভীষণ ক্ষতিগ্রস্ত আমাদের এলাকায়।",bn,other,high
"तुरंत कार्रवाई करें, इलाके में बाढ़ का पानी फैलने लगा है गांव के प्रवेश द्वार पर।",hi,flood,medium
ভবনটির কাঠামো মারাত্মক হেলে পড়েছে বাসস্ট্যান্ডের কাছে।,bn,building_damage,high
"Building ka major hissa collapse hone ki kagar pe hai, very dangerous school ke paas.",hinglish,building_damage,high
"Please take action, Mud and rocks are blocking part of the road in the residential area.",en,landslide,medium
Gahre gaddhe ki wajah se road block hone jaisi ho gayi hai school ke paas.,hinglish,road_damage,high
"कृपया मदद करें, यहाँ एक सामान्य नागरिक समस्या है जिस पर ध्यान देने की जरूरत है हमारे इलाके में।",hi,other,low
বিষাক্ত জল সরবরাহের ফলে বহু মানুষ হাসপাতালে ভর্তি আবাসিক এলাকায়।,bn,water_supply,critical
ভূমিধসের কারণে রাস্তার একপাশ আটকে গেছে গ্রামের প্রবেশপথে।,bn,landslide,medium
गहरे गड्ढों के कारण सड़क पर भारी जाम लग रहा है स्कूल के पास।,hi,road_damage,high
सड़क पूरी तरह धंसने से लोगों की जान को भारी खतरा है रेलवे स्टेशन के पास।,hi,road_damage,critical
Massive flood me log roofs par stranded hain urgently boat rescue bhejo gaon ke entrance par.,hinglish,flood,critical
"कृपया ध्यान दें, सड़क काफी खराब हो गई है स्कूल के पास।",hi,road_damage,medium
"জরুরি অভিযোগ: সেতু ধসে বহু মানুষ বিপদে পড়েছে, চরম বিপর্যয় হাসপাতালের কাছে।",bn,bridge_damage,critical
The bridge railing is damaged near the bus stand.,en,bridge_damage,medium
I want to report that There is a very large pothole blocking part of the road at the village entrance.,en,road_damage,high
Drainage system me halka blockage hai gaon ke entrance par.,hinglish,drainage,low
नाली आंशिक रूप से बंद हो गई है सामुदायिक केंद्र के पास।,hi,drainage,medium
Stray cattle and cows are blocking the active roadway in our locality.,en,other,high
"তাড়াতাড়ি ব্যবস্থা নিন, ঝোপঝাড়ে আগুন জ্বলছে হাসপাতালের কাছে।",bn,fire,medium
"Bridge me heavy structural cracks aa gaye hain, vehicle crossing hazardous hai school ke paas.",hinglish,bridge_damage,high
"পচা বর্জ্যে মহামারীর চরম বিপদ, অবিলম্বে পরিষ্কার করুন রেলস্টেশনের কাছে।",bn,garbage,critical
हल्का भूस्खलन हुआ है पर आवाजाही जारी है गांव के प्रवेश द्वार पर।,hi,landslide,low
Main water supply pipeline burst ho gayi hai pura area bina paani ke hai main road par.,hinglish,water_supply,high
রাস্তায় আবর্জনা পড়ে আছে এবং দুর্গন্ধ ছড়াচ্ছে আবাসিক এলাকায়।,bn,garbage,medium
कचरे के बड़े ढेर से नाली पूरी तरह जाम हो गई है रिहायशी इलाके में।,hi,garbage,high
Structure ka inspection hona chahiye main road par.,hinglish,building_damage,low
"দয়া করে সাহায্য করুন, ভূমিধসে ঘরবাড়ি ধ্বংস হয়ে মানুষের প্রাণহানির চরম বিপদ প্রধান রাস্তায়।",bn,landslide,critical
सीवेज के दूषित पानी से बच्चों और परिवारों की जान खतरे में है स्कूल के पास।,hi,drainage,critical
A building has completely collapsed near the school.,en,building_damage,critical
आग आसपास के घरों और दुकानों की तरफ तेजी से बढ़ रही है हमारे इलाके में।,hi,fire,high
पानी की सप्लाई में विषैला केमिकल आने से कई लोग अस्पताल पहुंच गए हैं स्कूल के पास।,hi,water_supply,critical
Extreme emergency disaster situation hai immediate government help chahiye market ke paas.,hinglish,other,critical
पुल टूटकर नदी में गिर गया है और आवागमन पूरी तरह ध्वस्त हो गया है रेलवे स्टेशन के पास।,hi,bridge_damage,critical
कचरे के छोटे ढेर में हल्की आग लगी है गांव के प्रवेश द्वार पर।,hi,fire,low
सड़क पर गहरा पानी भर गया है और गाड़ियाँ बंद पड़ रही हैं बाजार के पास।,hi,waterlogging,high
इमारत का बड़ा हिस्सा क्षतिग्रस्त हो गया है और कभी भी गिर सकता है स्कूल के पास।,hi,building_damage,high
एक गंभीर नागरिक समस्या से पूरा मोहल्ला परेशान और आक्रोशित है गांव के प्रवेश द्वार पर।,hi,other,high
Extreme emergency disaster situation hai immediate government help chahiye hospital ke paas.,hinglish,other,critical
"Please help, The bridge is collapsing and people are in immediate danger in the residential area.",en,bridge_damage,critical
River ka water level thoda badh raha hai school ke paas.,hinglish,flood,low
The landslide is making travel dangerous on the main road.,en,landslide,high
The collapsed building is creating an immediate danger to residents near the hospital.,en,building_damage,critical
নিচু এলাকায় সামান্য বন্যার জল দেখা যাচ্ছে কমিউনিটি সেন্টারের কাছে।,bn,flood,low
पुल का एक हिस्सा क्षतिग्रस्त नजर आ रहा है गांव के प्रवेश द्वार पर।,hi,bridge_damage,medium
জলের মূল পাইপ ফেটে পুরো এলাকা জলের হাহাকারে ভুগছে স্কুলের কাছে।,bn,water_supply,high
Contaminated water se epidemic spread ho gaya hai immediate safe tanker supply bhejo school ke paas.,hinglish,water_supply,critical
There is a civic issue that needs attention in our locality.,en,other,low
इमारत पर मामूली क्षति नजर आ रही है बाजार के पास।,hi,building_damage,low
Ganda nali ka paani pure area me fail raha hai jisse infection ka khatra hai community center ke paas.,hinglish,drainage,high
A large landslide has blocked the road near the community center.,en,landslide,high
Part of the bridge is damaged near the community center.,en,bridge_damage,medium
"Urgent, Contaminated water is spreading through the neighborhood near the school.",en,drainage,critical
A major flood has trapped people in their homes near the community center.,en,flood,critical
Bridge ki safety railing toot gayi hai market ke paas.,hinglish,bridge_damage,medium
A water supply failure is putting residents at serious risk near the school.,en,water_supply,critical
People are struggling to move because of flooding near the market.,en,flood,high
Drain burst ho gaya hai aur contaminated water se bacchon ki jaan ko khatra hai hospital ke paas.,hinglish,drainage,critical
जल निकासी में थोड़ी रुकावट है स्कूल के पास।,hi,drainage,low
A fire has started near the market.,en,fire,medium
বন্যার তীব্র স্রোতে মানুষের প্রাণহানির জরুরি আশঙ্কা তৈরি হয়েছে আবাসিক এলাকায়।,bn,flood,critical
Road par kafi garbage faila hua hai aur bad smell aa rahi hai railway station ke paas.,hinglish,garbage,medium
The road has collapsed and vehicles cannot safely pass near the school.,en,road_damage,critical
কোমর সমান জল জমে রাস্তা সম্পূর্ণ অচল হয়ে গেছে বাসস্ট্যান্ডের কাছে।,bn,waterlogging,high
ভূমিধসের কারণে রাস্তার একপাশ আটকে গেছে প্রধান রাস্তায়।,bn,landslide,medium
सड़क पर थोड़ा पानी जमा हुआ है हमारे इलाके में।,hi,waterlogging,low
রাস্তায় আবর্জনা পড়ে আছে এবং দুর্গন্ধ ছড়াচ্ছে বাসস্ট্যান্ডের কাছে।,bn,garbage,medium
"Bridge me heavy structural cracks aa gaye hain, vehicle crossing hazardous hai railway station ke paas.",hinglish,bridge_damage,high
দূষিত নিকাশি জলে সমগ্র এলাকা প্লাবিত হয়ে চরম বিপর্যয় বাজারের কাছে।,bn,drainage,critical
"দয়া করে সাহায্য করুন, পচা বর্জ্যে মহামারীর চরম বিপদ, অবিলম্বে পরিষ্কার করুন গ্রামের প্রবেশপথে।",bn,garbage,critical
The road surface has deteriorated near the community center.,en,road_damage,medium
पुल के किनारे थोड़ी मरम्मत की जरूरत है अस्पताल के पास।,hi,bridge_damage,low
The bridge has become completely unsafe for traffic in our locality.,en,bridge_damage,critical
The street is partially waterlogged on the main road.,en,waterlogging,medium
ভবনটির কাঠামো মারাত্মক হেলে পড়েছে হাসপাতালের কাছে।,bn,building_damage,high
"Please take action, The fire has spread across multiple buildings in our locality.",en,fire,critical
बाढ़ का पानी मुख्य रास्तों पर आ गया है गांव के प्रवेश द्वार पर।,hi,flood,medium
"Urgent hai, Water pressure kafi low aa raha hai bus stand ke paas.",hinglish,water_supply,low
"Urgent hai, Landslide ki wajah se road ka part block ho gaya hai community center ke paas.",hinglish,landslide,medium
জরুরি অভিযোগ: ভয়াবহ ভূমিধসে গাড়ি এবং মানুষ মাটির নিচে চাপা পড়েছে গ্রামের প্রবেশপথে।,bn,landslide,critical
ঝোপঝাড়ে আগুন জ্বলছে রেলস্টেশনের কাছে।,bn,fire,medium
"Please action lo, Kachre ke chote pile me minor aag lagi hai community center ke paas.",hinglish,fire,low
"তাড়াতাড়ি ব্যবস্থা নিন, পানীয় জলের সাথে বিষাক্ত নর্দমার জল মিশে মানুষ ডায়রিয়ায় আক্রান্ত হচ্ছে কমিউনিটি সেন্টারের কাছে।",bn,water_supply,critical
"তাড়াতাড়ি ব্যবস্থা নিন, ছোটখাটো ভূমিধস হয়েছে তবে রাস্তা সচল আছে আবাসিক এলাকায়।",bn,landslide,low
Kai din se garbage collect nahi kiya gaya community center ke paas.,hinglish,garbage,medium
ভবনের একটি বড় অংশ ক্ষতিগ্রস্ত এবং যেকোনো মুহূর্তে ভেঙে পড়তে পারে হাসপাতালের কাছে।,bn,building_damage,high
"দয়া করে বিষয়টি দেখুন, সেতুটিতে ছোট মেরামতের প্রয়োজন বাজারের কাছে।",bn,bridge_damage,low
Part of the building wall is damaged in the residential area.,en,building_damage,medium
Severe waterlogging se log apne gharon me trap ho gaye hain rescue needed market ke paas.,hinglish,waterlogging,critical
"Urgent hai, Dangerous flood flow me log behne ki koshish me hain, life-threatening emergency market ke paas.",hinglish,flood,critical
Garbage overflow ne entire street block kar di hai aur epidemic ka threat hai hospital ke paas.,hinglish,garbage,critical
गंभीर बाढ़ से पूरा इलाका डूब गया है बस स्टैंड के पास।,hi,flood,high
भारी जलभराव के कारण पूरा मुख्य मार्ग बंद हो चुका है मुख्य सड़क पर।,hi,waterlogging,high
"Kindly check, Severe waterlogging se log apne gharon me trap ho gaye hain rescue needed railway station ke paas.",hinglish,waterlogging,critical
I want to report that The water supply has completely stopped near the school.,en,water_supply,high
"Kindly check, A huge pile of garbage is blocking the road on the main road.",en,garbage,high
রাস্তা মারাত্মক ক্ষতিগ্রস্ত হয়েছে এবং ভয়াবহ যানজট সৃষ্টি হচ্ছে রেলস্টেশনের কাছে।,bn,road_damage,high
लोग बाढ़ के पानी में फंस गए हैं और सुरक्षित स्थान ढूंढ रहे हैं गांव के प्रवेश द्वार पर।,hi,flood,high
"तुरंत कार्रवाई करें, यहाँ आग लग गई है और फैल रही है सामुदायिक केंद्र के पास।",hi,fire,medium
A small amount of water has collected on the road near the bus stand.,en,waterlogging,low
আজ জল সরবরাহে সামান্য বিলম্ব হয়েছে হাসপাতালের কাছে।,bn,water_supply,low
