id,complaint,category,language
6ffe99c6-a4e4-4d2f-a43c-429ce6b3a2f9,Need better citizen facilitation center in Jamshedpur. Kripya dhyan de.,public_admin,English
70175996-da8c-47de-a9dc-37e8c496b29a,Hazaribagh में मुर्गी पालन के लिए सब्सिडी का पैसा नहीं आया। Please help.,rural_livelihoods,Hindi
e6b984ff-5e1c-4e47-a73d-e6500fe6c5b7,Palamu में जल जीवन मिशन का काम अधूरा पड़ा है।,water,Hindi
5d9ee60d-8b31-48d2-8491-4640b7d91479,"विद्यालय का भवन बहुत जर्जर हालत में है Ramgarh में, कभी भी गिर सकता है। Fix it asap.",education,Hindi
f634807b-067a-4994-b327-ba5765f470b0,Divyang pension Jamshedpur mein time par nahi mil rahi hai. Fix it asap.,accessibility,Hinglish
13c2bb33-d3a7-4d68-9b41-cd0f6eb31e78,Ramgarh में राशन कार्ड में नाम जुड़वाने के लिए पैसे मांगे जा रहे हैं। Kripya dhyan de.,public_admin,Hindi
20cd640a-2f81-4ced-8188-5661e5f11c50,"Giridih mein naya meter connection apply kiya tha, abhi tak nahi laga. Koi dhyan de.",energy,Hinglish
6cafd77f-d4d4-4dd9-b954-99f25568ee19,Ramgarh School mein teacher nahi aate hain pichle ek mahine se. Fix it asap.,education,Hinglish
0523fb53-6e3f-4cc8-a86a-684c597562c9,हमारे मोहल्ले Ranchi में पानी का प्रेशर बहुत कम है।,water,Hindi
220efe7a-7b25-4a3e-8548-c9970764bd11,Gumla ke government office mein disabled logo ke liye lift nahi hai. Kripya dhyan de.,accessibility,Hinglish
a2a27b75-ae6e-467c-ad98-8b9a1fd9af7f,Need immediate dengue fogging in Gumla as cases are rising. Koi dhyan de.,healthcare,English
477e5cb5-cf54-47df-ab3d-8a0cbeb5c3ad,Need better citizen facilitation center in Deoghar. Please help.,public_admin,English
45a89e24-bd65-4a4b-aed7-c1de7d64d43f,"Ranchi में बहुत ज्यादा पेड़ काटे जा रहे हैं, कोई रोक नहीं है। Kripya dhyan de.",environment,Hindi
9014674d-4bab-4e45-a54c-4ff4f4401bd0,"Dhanbad mein drainage system block hai, sadak par pani bhara hai. Please help.",urban_development,Hinglish
f6223e99-70be-4e72-bf52-f97db387695f,Plastic kachra Bokaro ke park mein jala rahe hain. Koi dhyan de.,environment,Hinglish
9abe76b8-005e-470b-8d0b-5042ac9ce6a9,सरकारी अस्पताल Hazaribagh में डॉक्टर पैसे मांग रहे हैं। Fix it asap.,healthcare,Hindi
b21be444-b696-4fae-896c-696769bc406d,Fasal bima yojana ka paisa Hazaribagh ke kisano ko nahi mila. Fix it asap.,agriculture,Hinglish
2ee5fd34-0026-4d86-a2e2-fd61ed20e8f7,Bokaro ke gaon mein artisans ko unka saman bechne ka market nahi hai. Kripya dhyan de.,rural_livelihoods,Hinglish
db4f1bbb-13b0-4c4e-947a-2bbdb35665fb,Lack of computer labs in the Palamu high school is affecting students. Please help.,education,English
3194cf63-a79c-4551-b7c9-00ff1bb3beab,Illegal sand mining is destroying the riverbed in Ranchi.,environment,English
e204ef9d-7b3c-458f-a6d1-b5debb15331b,"Palamu में मलेरिया तेजी से फैल रहा है, कोई रोकथाम नहीं है। Kripya dhyan de.",healthcare,Hindi
e088fa82-5056-4585-9c6c-306e85c6ba9d,"Pipeline is leaking near the main road in Ramgarh, wasting water. Urgent issue.",water,English
62b4f9d3-6599-4a95-911d-0fb97e17d5af,हमारे गांव Deoghar में अभी तक बिजली के खंभे नहीं लगे हैं। Urgent issue.,energy,Hindi
cbef9290-cee7-4d13-aeae-8a82a3a163fd,No wheelchair ramp available at the Gumla railway station.,accessibility,English
24e38c51-6b99-486b-a563-cc2ec5c4b1fc,No scholarships have been disbursed in Giridih this year.,education,English
ba4e2a15-db40-4bc7-88a2-62549678016b,Bribery is rampant in the Ranchi RTO office for driving licenses. Fix it asap.,public_admin,English
0e1bcb17-a3d8-4cf6-a648-fd14cc971391,Low voltage issue in Hazaribagh is damaging water pumps. Urgent issue.,energy,English
f9c23f7d-4c59-433e-8aba-09d17cb879b4,गांव Deoghar से लोग रोजगार की तलाश में पलायन कर रहे हैं। Please help.,rural_livelihoods,Hindi
e74a0ccc-4381-4587-9403-b60c5b78ad3a,Maternity ward in Giridih is in unhygienic conditions. Koi dhyan de.,healthcare,English
f797f24c-045c-4b26-9bea-1d14ebc0e5e1,Ranchi में बिजली का बिल बहुत ज्यादा और गलत आ रहा है। Fix it asap.,energy,Hindi
ce7e1b4a-2b26-4719-ac7f-ad1283ac5db7,Need modern dairy farming training programs in Dhanbad. Kripya dhyan de.,rural_livelihoods,English
641ea96a-3cc3-45bd-af8f-dd6b28ce4de5,High voltage ke karan Jamshedpur mein logo ke TV jal gaye.,energy,Hinglish
fa43c2d8-7320-4af5-92a5-21c48ffb0a87,The local primary school in Hazaribagh has no roof and leaks during rain. Kripya dhyan de.,education,English
a56a1443-8148-4f04-8cb5-3f6e3bfc006a,स्मार्ट सिटी प्रोजेक्ट के तहत Ranchi में कोई काम नहीं हुआ। Koi dhyan de.,urban_development,Hindi
5f27d529-2608-433f-9929-909bc73d1689,हमारे गांव Deoghar में अभी तक बिजली के खंभे नहीं लगे हैं। Urgent issue.,energy,Hindi
66c8e6e7-af0d-45ef-930a-7bf605d6aee0,Unseasonal rains have destroyed wheat crops in Bokaro. Fix it asap.,agriculture,English
533c31bf-857b-4978-94a8-55711afb1223,Ayushman card Hazaribagh ke private hospital mein accept nahi kar rahe. Kripya dhyan de.,healthcare,Hinglish
4b7585b5-f814-47b5-9448-3e3f0d29c74d,हमारे गांव Deoghar में अभी तक बिजली के खंभे नहीं लगे हैं।,energy,Hindi
4b91423d-8858-41b6-bff2-0846f09c8380,Bribery is rampant in the Palamu RTO office for driving licenses.,public_admin,English
bd7dede5-8501-44e4-b032-8207549eb371,Street lights in Bokaro sector 4 are not working. Kripya dhyan de.,energy,English
1157471f-8b24-4075-843b-66fedc80bb89,No drinking water supply in Dhanbad for the last 5 days.,water,English
60414430-2f66-4422-a963-d21f8f4de31d,हमारे मोहल्ले Bokaro में पानी का प्रेशर बहुत कम है। Please help.,water,Hindi
f9a12b08-f7f2-46bf-88cf-577f42e78320,Ranchi panchayat mein MNREGA ka payment ruka hua hai. Koi dhyan de.,public_admin,Hinglish
8d4c6f38-8d27-4c1e-8999-dcc2e54c742c,Jamshedpur mein parking ki suvidha nahi hone se traffic jam hota hai.,urban_development,Hinglish
9d3b1e61-d861-4157-aefd-669d365649b4,Kisan credit card ka loan maaf nahi hua Jamshedpur mein. Urgent issue.,agriculture,Hinglish
fcaccaa5-2572-45ff-8249-dc5742568488,Deoghar के अस्पताल में एंबुलेंस की सुविधा नहीं है। Urgent issue.,healthcare,Hindi
ce5a681e-102b-4c2f-acd8-f82424ebc099,Need better citizen facilitation center in Gumla. Koi dhyan de.,public_admin,English
abba519a-54fb-4915-8010-658643db8d93,Bokaro के बस स्टैंड पर विकलांगों के लिए कोई सुविधा नहीं है। Koi dhyan de.,accessibility,Hindi
1ae69386-2c27-4eaa-a114-c44dad126f23,बिजली विभाग वाले Jamshedpur में लाइन ठीक करने नहीं आ रहे। Please help.,energy,Hindi
965ac167-7e2f-49dd-a6c3-21de2df0b519,Dhanbad में राशन कार्ड में नाम जुड़वाने के लिए पैसे मांगे जा रहे हैं। Kripya dhyan de.,public_admin,Hindi
bc5bd449-6d58-4cc8-96d0-1f085dc32166,Deoghar panchayat mein MNREGA ka payment ruka hua hai. Fix it asap.,public_admin,Hinglish
553cbe3c-ae1c-417d-9a97-4465f9124d69,हमारे Jamshedpur के स्कूल में पीने का पानी नहीं है। Koi dhyan de.,education,Hindi
6b9c2cec-032a-4f13-8f62-b6e0cbb0e1fa,Palamu में मुर्गी पालन के लिए सब्सिडी का पैसा नहीं आया। Fix it asap.,rural_livelihoods,Hindi
50441923-be32-40dd-8bec-13874c49138f,Bokaro hospital mein wheelchair available nahi hai. Urgent issue.,accessibility,Hinglish
0ea24bee-022e-4b0d-bd49-862b9c8f0d5d,Divyang pension Jamshedpur mein time par nahi mil rahi hai. Koi dhyan de.,accessibility,Hinglish
821718cf-ad21-47a3-9922-83ea9644a095,Need better library facilities in our government college at Gumla. Koi dhyan de.,education,English
e0f8b86d-66e4-4502-8c4e-f16a54b73d2c,बच्चों को Giridih में मिड-डे मील सही से नहीं मिल रहा है। Urgent issue.,education,Hindi
d4e50a31-31ea-4152-9e4d-1bc51a21ae15,Water tanker Gumla mein nahi aa raha hai. Koi dhyan de.,water,Hinglish
21042bca-2469-46ab-9345-09bc7df99311,Tractor subsidy ka form reject ho gaya Ranchi office se. Fix it asap.,agriculture,Hinglish
9c0b9284-d96c-4304-b4c7-1e46f7e588da,Bokaro के बस स्टैंड पर विकलांगों के लिए कोई सुविधा नहीं है। Urgent issue.,accessibility,Hindi
876ed393-b4fa-4b90-bc76-b93c69e0753e,Palamu mein forest produce ka sahi daam nahi mil raha adivasiyon ko. Kripya dhyan de.,rural_livelihoods,Hinglish
dc491011-828c-4cf5-ace4-daa11c083323,Ramgarh में कुटीर उद्योग लगाने के लिए कोई सरकारी सहायता नहीं मिल रही है। Kripya dhyan de.,rural_livelihoods,Hindi
0055e1d4-f518-4813-97e2-996763cab0ed,Maternity ward in Bokaro is in unhygienic conditions. Kripya dhyan de.,healthcare,English
d2c8513a-2e61-4714-82d1-0814f6975647,Water tanker Ramgarh mein nahi aa raha hai. Koi dhyan de.,water,Hinglish
023d8e7c-b38c-4262-af02-a85e81d872d6,Fluoride contamination in Bokaro groundwater is causing health issues. Kripya dhyan de.,water,English
97a2905e-20ce-449f-ae0c-35b2785b8d3b,No drinking water supply in Palamu for the last 5 days. Kripya dhyan de.,water,English
5baf7fc5-def4-47c4-8054-5f4ae6025ae6,बिजली विभाग वाले Jamshedpur में लाइन ठीक करने नहीं आ रहे।,energy,Hindi
4678fd26-09d4-40f9-8f79-2010d8dbe4e9,सरकारी अस्पताल Hazaribagh में डॉक्टर पैसे मांग रहे हैं। Fix it asap.,healthcare,Hindi
68e5a09e-a515-4803-a6d4-aea6c4994256,"Deoghar के पास के जंगल में आग लग गई है, तुरंत बुझाएं। Please help.",environment,Hindi
c0d6548b-648a-4bae-beaf-0a9269d2c65d,Giridih block office mein caste certificate banane mein bahut time lag raha hai. Koi dhyan de.,public_admin,Hinglish
00f875b0-babd-40e9-af9a-2890e1360d7c,Need soil testing lab in Dhanbad for better crop yield. Koi dhyan de.,agriculture,English
6f59038f-87cf-4c6d-9f8d-efd06030684f,"Exam paper leak ho gaya hai Dhanbad mein, exams cancel hone chahiye.",education,Hinglish
7d78d41f-6dd0-412d-b358-36487b4ecd54,Ramgarh में जल जीवन मिशन का काम अधूरा पड़ा है।,water,Hindi
51884384-f323-46d6-b4dd-5e9d89ff9d65,Giridih में जल जीवन मिशन का काम अधूरा पड़ा है। Please help.,water,Hindi
8d0d322a-ef80-44f3-b0a5-b6d97db1416e,The main road in Deoghar is full of potholes causing accidents. Koi dhyan de.,urban_development,English
73ddd9d0-8571-4c90-898f-efc38383af8e,Bokaro park mein jhule tute hue hain aur kachra hai. Fix it asap.,urban_development,Hinglish
f736247c-92b5-492c-a26f-f7aed3adcc71,Bokaro के अस्पताल में एंबुलेंस की सुविधा नहीं है। Kripya dhyan de.,healthcare,Hindi
8de2f40a-1597-4efc-851c-3c20ddc1b8a2,Palamu में मूक-बधिर बच्चों के लिए विशेष स्कूल नहीं है। Fix it asap.,accessibility,Hindi
24192fad-d6d4-4632-9f01-92e71a5c0bd1,Lack of computer labs in the Giridih high school is affecting students. Kripya dhyan de.,education,English
b2ef0d1f-2bbb-4dff-af5e-07bf02a93946,Ramgarh mein sound pollution limit se cross ho gaya hai. Urgent issue.,environment,Hinglish
d64fcfc3-55cd-42ae-bb9d-8831dd27b557,Need immediate dengue fogging in Ranchi as cases are rising. Koi dhyan de.,healthcare,English
8e78014c-2dc8-4c4d-816c-f04e432ff4ab,Covid vaccination center Deoghar mein band pada hai. Kripya dhyan de.,healthcare,Hinglish
b70719cf-9763-4b1a-9d0c-7cceacdc3882,Kisan credit card ka loan maaf nahi hua Ranchi mein. Koi dhyan de.,agriculture,Hinglish
027b5964-e9fe-4b5a-8ba7-60637d858019,Deoghar में मुर्गी पालन के लिए सब्सिडी का पैसा नहीं आया।,rural_livelihoods,Hindi
03881345-1d68-4433-90e8-e7e8acffaf96,Jamshedpur mein sound pollution limit se cross ho gaya hai. Please help.,environment,Hinglish
2bdff470-847e-414c-8c41-b10a3f75f83c,Need soil testing lab in Dhanbad for better crop yield.,agriculture,English
e0261f32-3941-446c-8579-7bcd4cfba008,Giridih की पानी की टंकी में गंदगी है और पानी बदबूदार आ रहा है। Koi dhyan de.,water,Hindi
b17b8b61-7547-4868-b7b2-c40cb9762203,Hazaribagh panchayat mein MNREGA ka payment ruka hua hai. Kripya dhyan de.,public_admin,Hinglish
589fcd92-2a36-4b2d-8b9e-9d8903a38819,Giridih ke hospital mein dawaiyan available nahi hain. Please help.,healthcare,Hinglish
fb968922-54a2-4a18-b027-ecbf8e586ba5,Lack of computer labs in the Gumla high school is affecting students.,education,English
cb0e4fe8-00d0-40f3-a024-0ea4881f0f09,Ranchi mein handpump pichle 2 mahine se kharab hai. Urgent issue.,water,Hinglish
06aaa488-3d18-4345-bbd5-516c0c91ba56,Need audio signals at Gumla traffic lights for visually impaired. Koi dhyan de.,accessibility,English
76f86014-ab21-4955-8274-ad5314f555da,Ranchi ke gaon mein artisans ko unka saman bechne ka market nahi hai. Kripya dhyan de.,rural_livelihoods,Hinglish
b34725e0-3301-41c2-8b41-448db4e85ddd,Jamshedpur mein MNREGA ke tahat 100 din ka kaam nahi mil raha. Fix it asap.,rural_livelihoods,Hinglish
949483ac-3311-462e-aa2c-bb425da0023b,Plastic kachra Bokaro ke park mein jala rahe hain. Urgent issue.,environment,Hinglish
e88e9eb5-65b4-4b13-97e6-0b028258948c,The primary health center in Giridih has no doctors on night duty. Kripya dhyan de.,healthcare,English
7b7c4376-9e72-40af-ae86-3eb354cc589f,Need immediate dengue fogging in Jamshedpur as cases are rising. Koi dhyan de.,healthcare,English
145378e5-f3ab-4181-896a-0a9264047503,Hazaribagh ke government office mein disabled logo ke liye lift nahi hai. Kripya dhyan de.,accessibility,Hinglish
c698225c-b15f-4f2c-9e3a-babc153a3841,"Gumla mein drainage system block hai, sadak par pani bhara hai.",urban_development,Hinglish
448e14a8-d7df-4b07-bd7d-d71d5075545a,Ramgarh तहसील कार्यालय में अधिकारी समय पर नहीं आते।,public_admin,Hindi
0252acaf-2a61-4ebc-998e-41fb7058d760,Water tanker Jamshedpur mein nahi aa raha hai. Kripya dhyan de.,water,Hinglish
6780b3ce-e086-4838-9e9b-0b94b2d11edd,Crops in Deoghar are dying due to lack of irrigation canals. Please help.,agriculture,English
a202b5ed-1430-45b8-be93-5b8ddc6f9c3a,Plastic kachra Giridih ke park mein jala rahe hain. Koi dhyan de.,environment,Hinglish
6a6985f4-8012-4b89-9a2b-f2c99d847279,Bokaro mein naya borewell khudwane ki jarurat hai. Koi dhyan de.,water,Hinglish
b2e7c132-f558-4af8-ac60-16e8247f3543,Online portal for Jamshedpur property tax is continuously crashing. Please help.,public_admin,English
c3c8a741-55fb-4486-b9fd-1652a2891c3d,Factories in Jamshedpur are releasing toxic smoke at night. Fix it asap.,environment,English
dd196573-ce8b-4034-8415-9f7d661681d2,Plastic kachra Palamu ke park mein jala rahe hain. Please help.,environment,Hinglish
ee0f9793-b639-4890-be6a-a7c7b847cb98,Need proper waste segregation systems in Gumla. Koi dhyan de.,environment,English
69496ffa-2b20-454b-9278-41a34bdae265,Giridih hospital mein wheelchair available nahi hai. Kripya dhyan de.,accessibility,Hinglish
b6d425d6-f838-47b2-b838-1ee5e5d9f2e2,हमारे मोहल्ले Deoghar में पानी का प्रेशर बहुत कम है।,water,Hindi
b7585fb9-ad97-4e58-b3f3-2230e352ba89,Maternity ward in Ranchi is in unhygienic conditions. Please help.,healthcare,English
da04c64e-b0c4-4614-b02f-e5a3138071c9,Need better library facilities in our government college at Gumla. Koi dhyan de.,education,English
69f72f83-f62f-4c53-833f-c80249624e10,The local primary school in Ramgarh has no roof and leaks during rain. Please help.,education,English
2f08858f-1620-4f99-a371-c1eaeb291f51,Deoghar में बिजली का बिल बहुत ज्यादा और गलत आ रहा है। Fix it asap.,energy,Hindi
7f32a05a-917c-468e-879d-e7be35b5b665,"Jamshedpur में सीवर लाइन का ढक्कन खुला है, खतरा है। Urgent issue.",urban_development,Hindi
c83bcf40-da79-43b7-86bc-a2b2a44b0957,Deoghar mein naya borewell khudwane ki jarurat hai.,water,Hinglish
9affe7a2-c3bc-4adb-9fc3-d74c4e7e5cac,The primary health center in Palamu has no doctors on night duty. Koi dhyan de.,healthcare,English
5157f022-a5ef-40d6-9580-66ecbb295f4b,"Hazaribagh में खाद और बीज की बहुत कमी है, खेती कैसे करें? Urgent issue.",agriculture,Hindi
5fe81240-a612-426e-bcd5-c2aaa9ab3e70,हमारे मोहल्ले Palamu में पानी का प्रेशर बहुत कम है। Koi dhyan de.,water,Hindi
46db137d-f6dc-4631-b3b4-cc2372a715ba,Ranchi में मुर्गी पालन के लिए सब्सिडी का पैसा नहीं आया। Urgent issue.,rural_livelihoods,Hindi
bbdd9a02-b490-4a54-bf34-b7f528cf450c,Ramgarh hospital mein wheelchair available nahi hai. Urgent issue.,accessibility,Hinglish
d0e7afb8-2d3a-4539-b0f3-9936c27c8960,The main road in Ramgarh is full of potholes causing accidents. Fix it asap.,urban_development,English
b06d81a8-6ca4-4a74-aff4-6ed78a3fdd89,Blind tactile paths are broken on Gumla footpaths.,accessibility,English
4d6a0ef9-edce-4670-9285-f0df07e939cd,Frequent power cuts in Ramgarh are affecting student studies. Fix it asap.,energy,English
859ca235-762e-4b50-882d-fc33f8ffd619,Dhanbad के अस्पताल में एंबुलेंस की सुविधा नहीं है। Urgent issue.,healthcare,Hindi
525faa3b-3ab6-4a95-9342-7ee54fcb19ad,Plastic kachra Ramgarh ke park mein jala rahe hain.,environment,Hinglish
fdeb5bb8-1183-439a-9900-d7ab3426dc23,Need proper waste segregation systems in Jamshedpur. Urgent issue.,environment,English
48fea420-3680-43b0-a5c8-8d5dabba4b7e,"Exam paper leak ho gaya hai Bokaro mein, exams cancel hone chahiye. Urgent issue.",education,Hinglish
61bcc649-72ea-4b5a-86c1-36d0752f1ebe,Crops in Hazaribagh are dying due to lack of irrigation canals. Fix it asap.,agriculture,English
56711c9c-0493-4dfe-828c-2d776e033673,"Giridih में कोल्ड स्टोरेज की सुविधा नहीं চরম है, सब्जियां खराब हो रही हैं। Urgent issue.",agriculture,Hindi
3e29f0b5-be58-43f9-8b38-7033e0a02fe5,"Deoghar में कोल्ड स्टोरेज की सुविधा नहीं চরম है, सब्जियां खराब हो रही हैं। Fix it asap.",agriculture,Hindi
cffe13fb-fcf5-4c41-9bcd-7aa3aa15df4f,Garbage collection truck does not visit Bokaro regularly. Fix it asap.,urban_development,English
461537f9-f7d8-420e-9ad1-f8042a11961a,Solar panels installed in Hazaribagh government building are defective. Fix it asap.,energy,English
acd29667-7f17-4140-8d38-bfec3178f6af,Solar panels installed in Palamu government building are defective. Urgent issue.,energy,English
3587757f-6b78-4300-8c5a-295c684c1ffd,हमारे Gumla के स्कूल में पीने का पानी नहीं है। Kripya dhyan de.,education,Hindi
1c2c251a-3cf4-4824-983e-f28948521f6e,"Pipeline is leaking near the main road in Ramgarh, wasting water. Please help.",water,English
ab38354d-84d7-4a8d-be62-08f85f7e45f1,"Giridih में बहुत ज्यादा पेड़ काटे जा रहे हैं, कोई रोक नहीं है। Urgent issue.",environment,Hindi
9b7a7a3c-72da-445f-a3e9-5d4a79c0c374,Need better citizen facilitation center in Deoghar.,public_admin,English
3bd640de-509e-4882-b90a-3b3bc269e1c2,The primary health center in Palamu has no doctors on night duty. Kripya dhyan de.,healthcare,English
e0a452ac-8264-4e33-aa83-7392690ac48e,No wheelchair ramp available at the Bokaro railway station. Koi dhyan de.,accessibility,English
70b9db21-e750-4d99-975b-7bd11d64c20c,Giridih mein transformer jal gaya hai 3 din pehle. Koi dhyan de.,energy,Hinglish
d86eb4e7-d40a-4496-8dc2-a14a02302593,Giridih mein parking ki suvidha nahi hone se traffic jam hota hai. Koi dhyan de.,urban_development,Hinglish
b3006bc3-707b-4a29-a05c-ae495cc2802d,सरकारी अस्पताल Palamu में डॉक्टर पैसे मांग रहे हैं। Kripya dhyan de.,healthcare,Hindi
17016fed-9b04-4216-b768-52b6d5fb7e04,Gumla के बस स्टैंड पर विकलांगों के लिए कोई सुविधा नहीं है। Please help.,accessibility,Hindi
b03bd0d1-39cc-4ded-b113-ce5589a41313,Deoghar में अवैध अतिक्रमण के कारण सड़क जाम रहती है।,urban_development,Hindi
58c2a821-869d-4bcd-9716-122c170dc75b,Construction of the Ranchi flyover has been stalled for 2 years. Koi dhyan de.,urban_development,English
4f7f3fbe-0d1a-4246-9d8d-c196318ff688,Air quality index in Palamu is hazardous due to construction dust. Please help.,environment,English
f4010704-7fec-4d9a-9096-41710efe50c3,Plastic kachra Gumla ke park mein jala rahe hain.,environment,Hinglish
b1fb281d-8f1f-4720-ad58-b8aaba330c87,Jamshedpur park mein jhule tute hue hain aur kachra hai. Fix it asap.,urban_development,Hinglish
32890f34-befd-4597-bee7-8c115a6fb55d,Lack of computer labs in the Bokaro high school is affecting students. Urgent issue.,education,English
47c1e367-ebe2-4eae-a1a1-6d2a39a28971,हमारे Ranchi के स्कूल में पीने का पानी नहीं है। Please help.,education,Hindi
1479f983-c74d-484e-adb9-76b076711af2,Bokaro में मुर्गी पालन के लिए सब्सिडी का पैसा नहीं आया। Please help.,rural_livelihoods,Hindi
6fb4eea2-cb57-4a38-89cf-7b0c6224e288,हमारे गांव Ranchi में अभी तक बिजली के खंभे नहीं लगे हैं। Kripya dhyan de.,energy,Hindi
e226551e-c2ba-411b-8ab9-38f1a940e445,Jamshedpur hospital mein wheelchair available nahi hai. Please help.,accessibility,Hinglish
310fd0c7-80eb-4200-854f-c0a4590bcd5f,Gumla में जल जीवन मिशन का काम अधूरा पड़ा है। Kripya dhyan de.,water,Hindi
f13fab03-0761-405f-b05b-c06aac388bbe,Giridih तहसील कार्यालय में अधिकारी समय पर नहीं आते। Kripya dhyan de.,public_admin,Hindi
c9012949-c232-477b-97ce-044e1e8446cd,Factories in Palamu are releasing toxic smoke at night. Koi dhyan de.,environment,English
b239c7bb-2664-4581-b046-b92a02c028d8,Giridih park mein jhule tute hue hain aur kachra hai. Please help.,urban_development,Hinglish
1017f200-5d7b-49e4-9409-de6380e2fae5,"Exam paper leak ho gaya hai Bokaro mein, exams cancel hone chahiye. Please help.",education,Hinglish
1bde90ba-4191-4077-b227-be454e543408,Gumla block office mein caste certificate banane mein bahut time lag raha hai. Urgent issue.,public_admin,Hinglish
dd9b1868-3598-424b-8f1b-2eba59385355,Ayushman card Ranchi ke private hospital mein accept nahi kar rahe. Urgent issue.,healthcare,Hinglish
f3c835ee-9e13-4e54-8b29-113a67a96e74,Bribery is rampant in the Ramgarh RTO office for driving licenses. Urgent issue.,public_admin,English
c8635774-4d2a-443d-b654-2a5b28c84a5a,Need better citizen facilitation center in Bokaro. Please help.,public_admin,English
5958fd20-4b56-4c9c-b8eb-123af03a78ec,पहाड़ों पर Jamshedpur में अवैध खनन हो रहा है। Kripya dhyan de.,environment,Hindi
822722c8-152f-4ff4-b73e-8a71be4f60c8,Self-help groups in Deoghar are not receiving government funding. Fix it asap.,rural_livelihoods,English
29fb44a8-4fbd-4ab3-958b-bcf9e2355bb7,"Bokaro में मलेरिया तेजी से फैल रहा है, कोई रोकथाम नहीं है। Kripya dhyan de.",healthcare,Hindi
f901299d-366d-4923-9e7b-0cb8f0d9096f,Ramgarh में मूक-बधिर बच्चों के लिए विशेष स्कूल नहीं है।,accessibility,Hindi
addf4dac-b182-49cc-b9b8-e8b0d6e61a70,Dhanbad में अवैध अतिक्रमण के कारण सड़क जाम रहती है। Fix it asap.,urban_development,Hindi
88651211-123d-429b-97cf-fdc4a5453048,Minimum Support Price is not being offered at the Dhanbad mandi. Fix it asap.,agriculture,English
7da490dd-a53f-4903-83fb-71dad412921c,Divyang pension Ramgarh mein time par nahi mil rahi hai. Please help.,accessibility,Hinglish
b1988f23-08f1-46d9-af6c-b7a2dcb1d567,Giridih में बिजली का बिल बहुत ज्यादा और गलत आ रहा है। Fix it asap.,energy,Hindi
c5402424-4585-4ad4-9165-8558ae65337a,Crops in Giridih are dying due to lack of irrigation canals. Urgent issue.,agriculture,English
336b572d-4c22-4eb8-b328-1aebd7f6d0d6,Need soil testing lab in Ranchi for better crop yield. Fix it asap.,agriculture,English
fdd10392-77dd-4f00-a6a1-171c09db3237,Kisan credit card ka loan maaf nahi hua Jamshedpur mein. Fix it asap.,agriculture,Hinglish
bd77f008-6c70-43fa-825b-58a4f45632f5,Palamu तहसील कार्यालय में अधिकारी समय पर नहीं आते। Koi dhyan de.,public_admin,Hindi
0cf03358-6b71-406e-91fc-afa4755f425d,Low voltage issue in Jamshedpur is damaging water pumps. Urgent issue.,energy,English
4bddadb5-740e-43f4-9761-9478dbc3890c,No drinking water supply in Ramgarh for the last 5 days. Please help.,water,English
796482f3-565c-4de6-940a-9447356931f0,No drinking water supply in Bokaro for the last 5 days. Urgent issue.,water,English
1edf57c8-aefb-4c22-a031-4dc4c52d61e1,Construction of the Ranchi flyover has been stalled for 2 years. Urgent issue.,urban_development,English
3069e25f-9b08-4019-aed6-264eb1b614c1,Hazaribagh में कुटीर उद्योग लगाने के लिए कोई सरकारी सहायता नहीं मिल रही है। Please help.,rural_livelihoods,Hindi
a73dac9c-f9d3-47da-a3f4-31920e801d86,"Deoghar में मलेरिया तेजी से फैल रहा है, कोई रोकथाम नहीं है। Koi dhyan de.",healthcare,Hindi
a63003b2-87ef-4b44-9d03-780959ed9bb7,Ranchi में मुर्गी पालन के लिए सब्सिडी का पैसा नहीं आया।,rural_livelihoods,Hindi
3aeeb8dc-d3b1-4a28-8a15-8d862578fe34,Dhanbad ke river mein chemicals dump kiye ja rahe hain. Urgent issue.,environment,Hinglish
5316a7df-f137-49ae-966b-da819346d251,Lack of computer labs in the Giridih high school is affecting students. Fix it asap.,education,English
e860fc34-a507-4e7b-b934-b974aadd91e6,Tractor subsidy ka form reject ho gaya Jamshedpur office se. Please help.,agriculture,Hinglish
aa84b49f-30b6-4dee-88bc-dcfa6d56dc65,"Jamshedpur mein drainage system block hai, sadak par pani bhara hai. Urgent issue.",urban_development,Hinglish
667c89e1-19da-4b1b-8b2f-fda2758ceeb5,"Palamu में खाद और बीज की बहुत कमी है, खेती कैसे करें?",agriculture,Hindi
26030167-779b-4dd8-9c80-02f5749e95ef,आवारा पशु Hazaribagh में हमारी सारी फसल चर गए हैं। Kripya dhyan de.,agriculture,Hindi
59eae3d7-7a4a-4852-9639-9e6401d229ff,No wheelchair ramp available at the Ranchi railway station. Koi dhyan de.,accessibility,English
c4ada5e8-7e2b-4873-8e4d-ecc2cbd1f6be,Solar panels installed in Hazaribagh government building are defective. Please help.,energy,English
a63a7dd0-5dee-4e81-998d-27f3ab799db9,Palamu panchayat mein MNREGA ka payment ruka hua hai. Koi dhyan de.,public_admin,Hinglish
5bd94f2f-927f-4aae-b745-ffd31001ea5c,"Pipeline is leaking near the main road in Dhanbad, wasting water. Please help.",water,English
25c7bbcd-e1ad-4bc9-a071-c2a4f1fe9dfa,Bribery is rampant in the Dhanbad RTO office for driving licenses. Urgent issue.,public_admin,English
27d8d7c2-9f1d-4118-91b7-3b3f56d1cd96,No drinking water supply in Gumla for the last 5 days. Urgent issue.,water,English
